title|date|answers|url|post|area
Há possibilidade de o faturamento se enquadrar nesses limites e o empresário não se enquadrar no tratamento juridico diferenciado destinado à ME, MEI, EPP?|em 1 de abril de 2020|0|/24475/possibilidade-faturamento-empresario-tratamento-diferenciado|0|empresarial
Uma pessoa jurídica constituída sob a forma de sociedade por ações, que não explore empresarialmente o seu objeto, nunca será considerada empresária?|em 1 de abril de 2020|0|/24446/constituida-sociedade-empresarialmente-considerada-empresaria|0|empresarial
Empresa Individual de Responsabilidade Limitada pode ser entendida como uma sociedade limitada unipessoal?|em 27 de março de 2020|0|/24309/individual-responsabilidade-entendida-sociedade-unipessoal|Olá. Gostaria de saber se a Empresa Individual de Responsabilidade Limitada pode ser entendida como uma sociedade limitada unipessoal, e por quê|empresarial
Nomes de praia e cidade podem ser usadas em estampas de camiseta?|em 26 de março de 2020|0|/24300/nomes-de-praia-cidade-podem-ser-usadas-em-estampas-camiseta|0|empresarial
Professor do estado de São Paulo pode abrir MEI?|em 23 de março de 2020|0|/24242/professor-do-estado-de-sao-paulo-pode-abrir-mei|0|empresarial
MEI tem direito a ajuda de custo durante pandemia de corona vírus?|em 22 de março de 2020|0|/24226/mei-tem-direito-ajuda-de-custo-durante-pandemia-corona-virus|Sou mei e em meio a esta crise do coronavirus estou sem trabalar,quero saber se tenho algum direito de receber ajuda de custeio|empresarial
Escritório de advocacia pode ter sócio formado em Administração?|em 11 de março de 2020|0|/23919/escritorio-advocacia-pode-ter-socio-formado-administracao|Caso eu abra um escritório de advocacia, posso contratar um administrador, ou seja, formado em administração, para cuidar da gestão do escritório e eu cuidar somente da advocacia?|empresarial
Funcionário público distrital estatutário pode abrir MEI?|em 27 de fevereiro de 2020|0|/23546/funcionario-publico-distrital-estatutario-pode-abrir-mei|Sou funcionária pública estatutária no governo do DF, onde exerço a função de médica. Não tenho sociedade ou empresa, ou seja, tenho vínculo exclusivo com o GDF. Além disso, exerço uma atividade artística (sou musicista) para a qual necessito de um CNPJ. Posso abrir um MEI para exercer essa atividade?|empresarial
Uma pessoa pode deixar de ser avalista de empréstimo bancário de empresa que será vendida?|em 22 de fevereiro de 2020|0|/23467/pessoa-deixar-avalista-emprestimo-bancario-empresa-vendida|0|empresarial
Sócio que não participa da administração da empresa tem direito a participação nos lucros?|em 31 de janeiro de 2020|0|/22940/participa-administracao-empresa-direito-participacao-lucros|Sou sócio administrador de uma empresa que não atuo, porém meu nome ainda consta lá. Entrando capital proveniente de serviços realizados no meu CNPJ, tenho direito à porcentagem deste valor de acordo com a porcentagem que tenho de quotas da empresa?|empresarial
Tenho duas matriculas no Estado do RJ, professora, sendo uma de aposentada. Posso abrir um MEI?|em 26 de janeiro de 2020|0|/22814/tenho-matriculas-estado-professora-sendo-aposentada-posso|0|empresarial
Servidor público estadual de autarquia do RJ pode ser MEI?|em 19 de janeiro de 2020|0|/22646/servidor-publico-estadual-de-autarquia-do-rj-pode-ser-mei|Gostaria de abrir MEI, mas sou servidor estatutário estadual. Autarquia. Posso ser MEI?|empresarial
Sociedade anônima está sujeita à falência?|em 14 de dezembro de 2019|0|/21982/sociedade-anonima-esta-sujeita-a-falencia|0|empresarial
Pode ser incluída cláusula em contrato autorizando divulgação de trabalhos feitos para clientes?|em 3 de dezembro de 2019|0|/21737/incluida-clausula-contrato-autorizando-divulgacao-trabalhos|0|empresarial
Divulgar trabalhos realizados depende de autorização do cliente para uso da logomarca?|em 3 de dezembro de 2019|0|/21731/divulgar-trabalhos-realizados-depende-autorizacao-logomarca|Quero divulgar em nosso site os clientes que já atendemos. Tenho que pegar autorização para usar a logo?|empresarial
Quais são as hipóteses de dissolução da sociedade em conta de participação?|em 27 de outubro de 2019|0|/20981/quais-hipoteses-dissolucao-sociedade-conta-participacao|0|empresarial
Pensionista do estado pode ser MEI?|em 29 de setembro de 2019|0|/20410/pensionista-do-estado-pode-ser-mei|Gostaria de saber se fazendo o MEI perco a minha pensão.|empresarial
Empresa pode jogar bolsas fora de um funcionário?|em 28 de setembro de 2019|0|/20405/empresa-pode-jogar-bolsas-fora-de-um-funcionario|Trabalho em uma empresa onde tem várias geladeiras ontem esqueci uma bolsinha dentro da geladeira hoje cheguei pra pegar tive a grande surpresa que foi jogada no lixo ,temos um armário privado porém marmitas tem que ficar na geladeira, isso procede eles podem jogar no lixo bolsas e pertence de um funcionário ?|empresarial
"Moro na cidade de Pelotas. Posso registrar minha empresa com o nome ""De Pelotas""?"|em 17 de setembro de 2019|0|/20240/moro-cidade-pelotas-posso-registrar-minha-empresa-pelotas|0|empresarial
Político pode administrar sociedade empresária?|em 2 de setembro de 2019|0|/19978/politico-pode-administrar-sociedade-empresaria|0|empresarial
"Pode-se passar uma empresa para o nome dos filhos, sendo um deles menor de idade?
 [suspensa]"|em 31 de agosto de 2019|0|/19964/pode-passar-empresa-para-nome-filhos-sendo-deles-menor-idade|Posso passar uma empresa para o nome dos filhos, sendo um deles menor de idade|empresarial
Debênture é título de crédito?|em 27 de agosto de 2019|0|/19854/debenture-e-titulo-de-credito|0|empresarial
A debênture é um título executivo extrajudicial?|em 27 de agosto de 2019|0|/19853/a-debenture-e-um-titulo-executivo-extrajudicial|0|empresarial
O servidor público do Estado do Rio de janeiro sendo sócio minoritário pode prestar serviços em unidades estaduais?|em 28 de julho de 2019|0|/19076/servidor-publico-minoritario-servicos-unidades-estaduais|Um servidor tenho 5% de sociedade limitada a empresa onde o mesmo é sócio minoritário pode prestar serviços em unidades da Rede Estadual?|empresarial
Em caso de morte de sócio, a participação dele pode ser transferida para outra pessoa sem inventário?|em 22 de julho de 2019|0|/18934/morte-socio-participacao-transferida-outra-pessoa-inventario|0|empresarial
Funcionário publico municipal do RJ pode abrir MEI?|em 17 de julho de 2019|0|/18832/funcionario-publico-municipal-do-rj-pode-abrir-mei|A legislação é clara para funcionário federal. E funcionário municipal?|empresarial
Protocolo de licença ambiental torna a atividade da empresa regular?|em 4 de julho de 2019|0|/18489/protocolo-licenca-ambiental-torna-atividade-empresa-regular|O simples protocolo de licença ambiental torna a atividade da empresa regular? Ou a empresa só pode prestar serviços depois que a licença tiver sido liberada?|empresarial
Servidora pública CLT do estado de São Paulo pode ser MEI?|em 3 de julho de 2019|0|/18449/servidora-publica-clt-do-estado-de-sao-paulo-pode-ser-mei|0|empresarial
Ato normativo votado por maioria de conselho deliberativo pode ser anulado por diretoria?|em 30 de junho de 2019|0|/18379/normativo-maioria-conselho-deliberativo-anulado-diretoria|0|empresarial
Feirante sem CNPJ que compra doces em outro estado está irregular?|em 25 de junho de 2019|0|/18243/feirante-sem-cnpj-compra-doces-outro-estado-esta-irregular|0|empresarial
"O que significa ""maioria"" no Art. 1.015 do Código Civil?"|em 12 de junho de 2019|0|/17927/o-que-significa-maioria-no-art-1-015-do-codigo-civil|"Boa tarde. Tenho uma dúvida: o que significa ""maioria"" na frase referente ao Artigo 1.015? Em uma sociedade limitada com 5 sócios, tendo os 2 sócios administradores a quantia de 53% do capital social e o restante pulverizado entre os 3 sócios restantes. A maioria é composta pela maioria do capital social (acima de 50%) ou pela quantidade de sócios a favor da venda um bem imóvel (ao menos 3 sócios)? Os 2 administradores (com a maioria do capital social) poderiam deliberar pela venda de um bem imóvel?"|empresarial
Empregado público em regime celetista pode ser MEI?|em 11 de junho de 2019|0|/17875/empregado-publico-em-regime-celetista-pode-ser-mei|0|empresarial
Quais os credores que nunca podem falir?|em 30 de maio de 2019|0|/17634/quais-os-credores-que-nunca-podem-falir|0|empresarial
"Servidor público estadual de SP pode ser MEI?
 [suspensa]"|em 27 de maio de 2019|0|/17568/servidor-publico-estadual-de-sp-pode-ser-mei|Boa Tarde, sou servidor público e taxista autônomo e gostaria de saber se posso ser MEI?|empresarial
Servidor público federal pode ser MEI?|em 21 de maio de 2019|0|/17463/servidor-publico-federal-pode-ser-mei|0|empresarial
Musicoterapeuta pode abrir MEI?|em 14 de maio de 2019|0|/17351/musicoterapeuta-pode-abrir-mei|0|empresarial
Cláusula de exclusão de sócio pode ser incluída em contrato social de sociedade limitada?|em 21 de março de 2019|0|/16783/clausula-exclusao-incluida-contrato-social-sociedade-limitada|0|empresarial
Uma pessoa que é arquiteta, e ao mesmo tempo decoradora, é regida pelo direito civil ou empresarial? E por que?|em 13 de março de 2019|0|/16685/pessoa-arquiteta-decoradora-regida-direito-civil-empresarial|Não existe código empresarial. O antigo código comercial de 1850 foi mantido apenas no tocante a comércio marítimo. A sua dúvida não seria entre a aplicação do Código Civil ou do Código de Defesa do Consumidor?|empresarial
Ex-sócio pode ser responsabilizado pelas dívidas da empresa?|em 4 de março de 2019|0|/16578/ex-socio-pode-ser-responsabilizado-pelas-dividas-da-empresa|Vendi minha parte em uma empresa e agora minha ex sócia diz que vai fechar a empresa, mas alega que tenho responsabilidade sobre as dúvidas deixadas no cartão de crédito e limites bancários , assumidas quando eu ainda era sócia. Eu tenho realmente responsabilidade sobre essas dúvidas?|empresarial
Vender brigadeiro na rua é permitido em Pirassununga SP?|em 20 de fevereiro de 2019|0|/16430/vender-brigadeiro-na-rua-e-permitido-em-pirassununga-sp|Eu gostaria de saber se é preciso de alguma regularização para vender brigadeiro na rua. É crime?|empresarial
Pessoa designada, sem concurso, para ser professora do estado pode ser MEI?|em 3 de fevereiro de 2019|0|/16221/pessoa-designada-sem-concurso-para-professora-estado-pode|Muito obrigada!!|empresarial
Quadros com fotos de pessoas públicas podem ser expostos em estabelecimento comercial?|em 3 de dezembro de 2018|0|/15804/quadros-pessoas-publicas-expostos-estabelecimento-comercial|Estou querendo abrir um estabelecimento e gostaria de utilizar posters e quadros de pessoas públicas. Isso infringe os direitos de imagens?|empresarial
Servidor público estadual de SP pode exercer atividade empresarial como MEI?|em 6 de novembro de 2018|0|/15499/servidor-publico-estadual-exercer-atividade-empresarial|0|empresarial
Em que consiste o pedido de falência por terceiros especializados?|em 1 de novembro de 2018|0|/15447/que-consiste-pedido-falencia-por-terceiros-especializados|0|empresarial
Uso de poster de filme com fins lucrativos depende de autorização prévia?|em 21 de outubro de 2018|0|/15335/uso-poster-filme-fins-lucrativos-depende-autorizacao-previa|Gostaria de saber se o uso de posters de filmes em sites (com fins lucrativos) que incentivam o consumo da obra em questão necessita de uma autorização prévia dos produtores da obra ou apenas trata-se de divulgação gratuita. Em qual caso se enquadra e qual a fundamentação jurídica?|empresarial
Qual a disciplina geral do contrato de armazenagem em caso de inadimplemento?|em 7 de outubro de 2018|0|/15144/qual-disciplina-geral-contrato-armazenagem-inadimplemento|Qual a disciplina geral do contrato de armazenagem em caso de inadimplemento, comparando com a disciplina destes contratos por ocasião da falência?|empresarial
Como sacar letra de câmbio através de contrato?|em 3 de outubro de 2018|0|/15081/como-sacar-letra-de-cambio-atraves-de-contrato|Boa tarde! gostaria de saber como faço para sacar letra de cambio em contrato?|empresarial
O capital social de uma EIRELI pode ser integralizado apenas por bens? Ou obrigatoriamente deve ter dinheiro também?|em 25 de setembro de 2018|0|/15002/capital-integralizado-obrigatoriamente-dinheiro-tambem|0|empresarial
Um sócio incapaz pode ser sócio majoritário?|em 25 de setembro de 2018|0|/14989/um-socio-incapaz-pode-ser-socio-majoritario|Foi exatamente o que eu constatei na minha pesquisa. Porém fiquei com essa dúvida, uma vez que não achei nada a respeito, mas poderia existir alguma determinação pelo DREI, ou alguma jurisprudência. Assim não há impedimentos para ser majoritário. Obrigada!!|empresarial
"Posso adicionar as logos dos meus clientes no meu site para dar mais confiabilidade? Preciso da autorização deles para poder colocar no meu site na aba clientes?
 [suspensa]"|em 25 de setembro de 2018|0|/14987/adicionar-clientes-confiabilidade-autorizacao-clientes|Tenho um empresa de serviços na area de qualidade e ja prestei servicos para varias empresas grandes e médias. Dessa forma gostaria de colocar a logo deles no campo de clientes la no meu site. Poss fazer isso sem comunicar ninguém?|empresarial
"É permitido divulgar o logo dos meus clientes em site?
 [suspensa]"|em 13 de setembro de 2018|0|/14820/e-permitido-divulgar-o-logo-dos-meus-clientes-em-site|Ola estou criando um site e gostaria de saber se posso usar os logos do meu clientes no meu site para destacar com quais empresas trabalhamos.|empresarial
Sócios da sociedade simples podem ter responsabilidade limitada?|em 26 de agosto de 2018|0|/14600/socios-sociedade-simples-podem-responsabilidade-limitada|sabe-se que na sociedade simples se os bens da sociedade não lhe cobrirem as dividas, respondem os socios pelo saldo, na proporção em que participem das perdas sociais, salvo cláusula de responsabilidade solidária. jose e pedro, contadores, desejam constituir sociedade simples, mas não querem responsabilidade ilimitada. querem constituir sociedade simples com responsabilidade limitada. você é consultado sobre essa possibilidade e se manifesta da seguinte forma:|empresarial
Um taxista pode ser MEI em outra atividade?|em 24 de agosto de 2018|0|/14578/um-taxista-pode-ser-mei-em-outra-atividade|Tenho dúvida com relação à pessoa que é taxista, mas resolve se tornar MEI em outra atividade. Isso é permitido, pois umas das condições para se enquadrar como MEI é não ser sócio, administrador ou titular de outra empresa, correto? Agora, uma pessoa que já é legalmente taxista pode se tornar MEI em outra atividade?|empresarial
"""Pet shop"" deve ser registrado como sociedade simples ou sociedade empresária?"|em 21 de agosto de 2018|0|/14549/shop-deve-registrado-sociedade-simples-sociedade-empresaria|Caio e seu irmão, Túlio, ambos veterinários, desejam montar, em sociedade com o objetivo de atendimento clinico, cirurgias, hospedagem de animais e venda de produtos de pet shop. Neste caso a sociedade deverá ser registrada como sociedade simples ou sociedade empresaria? Por que?|empresarial
Os sócios de uma sociedade tem responsabilidade ilimitada pela integralização do capital?|em 6 de junho de 2018|0|/13708/sociedade-responsabilidade-ilimitada-integralizacao-capital|0|empresarial
Em qual data “Júpiter” terá total isenção de sua responsabilidade pelo negócio realizado?|em 24 de maio de 2018|0|/13585/jupiter-total-isencao-responsabilidade-negocio-realizado|“Júpiter” alienou seu estabelecimento empresarial e, publicou o referido contrato em 10/03/2015. Ocorre que “Júpiter” alienou o referido estabelecimento com débitos, a saber, um cheque já vencido em 10/01/2015 e uma duplicata a vencer em 10/06/2015. Sabe “Júpiter” que será responsável solidariamente por tais débitos por um ano. Pergunta-se: no caso acima, em qual data “Júpiter” terá total isenção de sua responsabilidade pelo negócio realizado?|empresarial
"“Júpiter”, Promotor de Direito da comarca X, adquiriu 30% das cotas de uma sociedade limitada. Ainda, poderá “Júpiter"" exercer a função de administrador da sociedade?"|em 23 de maio de 2018|0|/13583/promotor-adquiriu-sociedade-limitada-administrador-sociedade|Não, de acordo com a Lei 8.112/90, art. 117, inciso x-a, o funcionário público pode ser acionista ou cotista. Porém, não podendo exercer comércio, ou seja, não pode estar à frente do negócio.|empresarial
Pode o empresário optar por não registrar a sua patente?|em 22 de maio de 2018|0|/13568/pode-o-empresario-optar-por-nao-registrar-a-sua-patente|0|empresarial
Pode ocorrer cessão de crédito entre empresas do mesmo grupo?|em 17 de maio de 2018|0|/13524/pode-ocorrer-cessao-de-credito-entre-empresas-do-mesmo-grupo|Pode ocorrer cessao de credito entre empresas do mesmo grupo tudo ocorrer pq uma empresa presta serviço para outra do mesmo grupo, consequentemente a de transporte tem que emitir o mde mas ela faz trasanção via caixa|empresarial
Sócio minoritário tem direito a trabalhar na empresa sem autorização dos demais?|em 15 de maio de 2018|0|/13494/minoritario-direito-trabalhar-empresa-autorizacao-demais|O socio administrativo detém maior porcentagem de ações|empresarial
Sócio capitalista tem direito de trabalhar na sociedade?|em 14 de maio de 2018|0|/13461/socio-capitalista-tem-direito-de-trabalhar-na-sociedade|"Classifiquei a pergunta como ""sociedade lmitada"" porque é o tipo mais comum de sociedade. Caso a classificação esteja incorreta, por favor edite a pergunta."|empresarial
É lícito estabelecer no contrato social a obrigação de reuniões mensais para discutir atos da administração?|em 2 de maio de 2018|0|/13294/estabelecer-contrato-obrigacao-reunioes-discutir-administracao|0|empresarial
Nome empresarial|em 10 de abril de 2018|0|/12925/nome-empresarial|Não entendi sua dúvida. Poderia explicá-la com outras palavras?|empresarial
O cheque perde a abstração com a manifestação das partes?|em 9 de abril de 2018|0|/12895/o-cheque-perde-a-abstracao-com-a-manifestacao-das-partes|0|empresarial
O que é empresa?|em 24 de março de 2018|0|/12679/o-que-e-empresa|0|empresarial
"Ex-sócio é obrigado a pagar dívidas de uma empresa?
 [suspensa]"|em 19 de março de 2018|0|/12590/ex-socio-e-obrigado-a-pagar-dividas-de-uma-empresa|Descobri que a empresa que eu era sócia está com dívidas. Caso a empresa não pague a parte bancária, trabalhista e/ou de fornecedores sou obrigada a pagar dívidas dessa empresa?|empresarial
Funcionário público não efetivo de MG pode abrir MEI?|em 19 de março de 2018|0|/12586/funcionario-publico-nao-efetivo-de-mg-pode-abrir-mei|Sou professora por designações do Estado de Minas, contrato por tempo determinado, não sou efetiva, posso abrir MEI?|empresarial
Menor incapaz pode ser sócio de sociedade limitada?|em 5 de março de 2018|0|/12352/menor-incapaz-pode-ser-socio-de-sociedade-limitada|0|empresarial
Fornecedor é obrigado a trocar data de vencimento de boleto?|em 5 de março de 2018|0|/12345/fornecedor-e-obrigado-a-trocar-data-de-vencimento-de-boleto|0|empresarial
Jogo de perguntas e respostas a respeito de um desenho, com fim lucrativo, fere os direitos autorais do mesmo?|em 28 de fevereiro de 2018|0|/12276/perguntas-respostas-respeito-lucrativo-direitos-autorais|0|empresarial
Contrato empresarial sem expresso consentimento de uma das partes tem validade?|em 23 de fevereiro de 2018|0|/12222/contrato-empresarial-expresso-consentimento-partes-validade|0|empresarial
Dois nomes podem ser registrados de forma idêntica na junta comercial?|em 4 de dezembro de 2017|0|/11444/dois-nomes-podem-registrados-forma-identica-junta-comercial|0|empresarial
O antigo sócio da empresa pode ser responsabilizado por dívidas após vendê-la?|em 4 de dezembro de 2017|0|/11435/antigo-socio-empresa-pode-responsabilizado-dividas-vende|0|empresarial
Quanto custa encerrar uma MEI?|em 21 de novembro de 2017|0|/11229/quanto-custa-encerrar-uma-mei|0|empresarial
Servidor público municipal comissionado de Arauá SE pode ser MEI?|em 26 de outubro de 2017|0|/10906/servidor-publico-municipal-comissionado-araua-pode-ser-mei|0|empresarial
Sócio minoritário tem poderes para vender imóvel da sociedade, mesmo que apenas a sua parte?|em 23 de outubro de 2017|0|/10878/socio-minoritario-poderes-vender-imovel-sociedade-apenas|Muito obrigada!|empresarial
Professor do Estado de SP pode abrir MEI?|em 9 de outubro de 2017|0|/10707/professor-do-estado-de-sp-pode-abrir-mei|Sim, é o que consta na lei. Não pode comerciar com o Estado.|empresarial
Uma sociedade simples pode falir?|em 15 de setembro de 2017|0|/10458/uma-sociedade-simples-pode-falir|0|empresarial
Servidor público estadual do RJ pode ser MEI?|em 28 de agosto de 2017|0|/10245/servidor-publico-estadual-do-rj-pode-ser-mei|Entendo que pode ser Meu ou qualquer.cnpj, porém não contratar com estado|empresarial
Divulgar comércios, serviços e eventos depende de autorização dos respectivos proprietários?|em 27 de agosto de 2017|0|/10234/divulgar-comercios-autorizacao-respectivos-proprietarios|Se a festa é pública você pode divulgar sim. Quanto a usar a logo só com autorização.|empresarial
Quais as diferenças entre as pessoas jurídicas sociedade e fundação?|em 24 de maio de 2017|0|/9589/quais-diferencas-entre-pessoas-juridicas-sociedade-fundacao|Indique Duas diferenca da pessoa juridica entre sociedade e fundacao?|empresarial
Distrato ou venda sob inventário, qual a saida correta quando ocorre a morte de um sócio?|em 17 de maio de 2017|0|/9553/distrato-venda-inventario-saida-correta-quando-ocorre-morte|0|empresarial
Nome de cidade pode ser registrado como marca?|em 20 de março de 2017|0|/9157/nome-de-cidade-pode-ser-registrado-como-marca|0|empresarial
Empresa em recuperação judicial pode deixar de pagar indenização fixada por sentença?|em 23 de novembro de 2016|0|/8499/empresa-recuperacao-judicial-deixar-indenizacao-sentenca|"A *** como ré,  pode pedir  ""Recuperação Judicial"" e deixar de pagar indenização num  processo já julgado 6 meses antes ?"|empresarial
"Sócio minoritário tem poderes para vender imóvel da sociedade, mesmo que apenas a sua parte?
 [suspensa]"|em 20 de outubro de 2016|0|/8302/socio-minoritario-poderes-vender-imovel-sociedade-apenas|0|empresarial
O sacador pode transferir a letra de câmbio para outra pessoa além do sacado?|em 7 de outubro de 2016|0|/8213/sacador-pode-transferir-letra-cambio-para-outra-pessoa-sacado|Letra de câmbio é o título de crédito que contém uma ordem literal e direta de uma pessoa (A) para que outra pessoa (B) faça um pagamento a uma terceira pessoa (C). Envolve, assim, três figuras: A) o sacador, ou subscritor, que é quem dá ordem de pagamento, emitindo o título; B) o sacado que é a pessoa a quem a ordem de pagamento é dirigida; C) o tomador, ou beneficiário, que é o terceiro em favor de quem o pagamento deve ser realizado. Assim, inicialmente, a Letra de Câmbio é entregue pelo sacador (A) ao beneficiário (C), sendo este, na realidade, o titular do crédito nela estampado. Consequentemente, quem pode transferir as Letras de Câmbio são os tomadores, também chamados de beneficiários. Toda Letra de Câmbio é transferível por meio de endosso. Em síntese, o endosso pode ser de dois tipos: “em preto”, isto é, quando se identifica o novo beneficiário, ou “em branco”, sem especificação do novo titular. O endosso em branco faz com que a Letra de Câmbio se torne um título ao portador, sendo o seu pagamento devido à pessoa que materialmente a detiver na data fixada na ordem nela contida. O endosso se materializa pela assinatura do endossante no verso da Letra de Câmbio, acompanhada da transmissão manual, isto é, da entrega, ao novo titular. Não há restrições a quem as Letras de Câmbio possam ser transferidas, sorte que os endossos podem beneficiar terceiros, o próprio sacador e, até mesmo, o sacado. Espero ter colaborado! Saudações!|empresarial
O estatuto do deficiente extinguiu a possibilidade de expulsar sócio por deficiência mental superveniente?|em 5 de outubro de 2016|0|/8202/deficiente-extinguiu-possibilidade-deficiencia-superveniente|Renan Akamine, na verdade você não respondeu a minha pergunta. Eu não perguntei as alterações advindas do instituto do deficiente, tal como você respondeu. Isso eu já sei. A pergunta foi específica de direito empresarial.|empresarial
